#interpro;categorie_libelle;categorie_code;genre_libelle;genre_code;denomination_libelle;denomination_code;mention_libelle;mention_code;lieu_libelle;lieu_code;couleur_libelle;couleur_code;cepage_libelle;cepage_code;departements;douane_code;douane_libelle;douane_taxe;douane_date;douane_noeud;cvo_taxe;cvo_date;cvo_noeud;repli_entree;repli_sorti;declassement_entree;declassement_sorti;densite;labels;code_produit;code_produit_noeud;code_analytique;code_comptable_noeud;code_douane;code_douane_noeud;alias_produit;format_libelle;format_libelle_noeud;cepages autorises;hash_produit
declaration;IGP;IGP_VALDELOIRE;;TRANQ;Val de Loire;VAL;;;;;Rosé;rose;Artaban;ART;;3S009 JA;Vins Tranquilles;3.92;;;1.5;;;;;;;;;;;;;3S009 JA;;;%c% %g% %a% %l% %co% %ce% %m%;certification;;/declaration/certifications/IGP_VALDELOIRE/genres/TRANQ/appellations/VAL/mentions/DEFAUT/lieux/DEFAUT/couleurs/rose/cepages/ART
declaration;IGP;IGP_VALDELOIRE;;TRANQ;Val de Loire;VAL;;;;;Rosé;rose;Cabernet cortis;CCOR;;3S009 HX;Vins Tranquilles;3.92;;;1.5;;;;;;;;;;;;;3S009 HX;;;%c% %g% %a% %l% %co% %ce% %m%;certification;;/declaration/certifications/IGP_VALDELOIRE/genres/TRANQ/appellations/VAL/mentions/DEFAUT/lieux/DEFAUT/couleurs/rose/cepages/CCOR
declaration;IGP;IGP_VALDELOIRE;;TRANQ;Val de Loire;VAL;;;;;Rosé;rose;Vidoc;VID;;3S009 IZ;Vins Tranquilles;3.92;;;1.5;;;;;;;;;;;;;3S009 IZ;;;%c% %g% %a% %l% %co% %ce% %m%;certification;;/declaration/certifications/IGP_VALDELOIRE/genres/TRANQ/appellations/VAL/mentions/DEFAUT/lieux/DEFAUT/couleurs/rose/cepages/VID
declaration;IGP;IGP_VALDELOIRE;;TRANQ;Val de Loire;VAL;;;;;Rouge;rouge;;;;3R009;Vins Tranquilles;3.92;;;1.5;;;;;;;;;;;;;3R009;;;%c% %g% %a% %l% %co% %ce% %m%;certification;;/declaration/certifications/IGP_VALDELOIRE/genres/TRANQ/appellations/VAL/mentions/DEFAUT/lieux/DEFAUT/couleurs/rouge/cepages/DEFAUT
declaration;IGP;IGP_VALDELOIRE;;TRANQ;Val de Loire;VAL;;;;;Rouge;rouge;Multi cépage;MULTI;;3R009 00;Vins Tranquilles;3.92;;;1.5;;;;;;;;;;;;;3R009 00;;;%c% %g% %a% %l% %co% %ce% %m%;certification;;/declaration/certifications/IGP_VALDELOIRE/genres/TRANQ/appellations/VAL/mentions/DEFAUT/lieux/DEFAUT/couleurs/rouge/cepages/MULTI
declaration;IGP;IGP_VALDELOIRE;;TRANQ;Val de Loire;VAL;;;;;Rouge;rouge;Pinot noir;PIN;;3R009 AB;Vins Tranquilles;3.92;;;1.5;;;;;;;;;;;;;3R009 AB;;;%c% %g% %a% %l% %co% %ce% %m%;certification;;/declaration/certifications/IGP_VALDELOIRE/genres/TRANQ/appellations/VAL/mentions/DEFAUT/lieux/DEFAUT/couleurs/rouge/cepages/PIN
declaration;IGP;IGP_VALDELOIRE;;TRANQ;Val de Loire;VAL;;;;;Rouge;rouge;Egiodola noir;EGI;;3R009 AT;Vins Tranquilles;3.92;;;1.5;;;;;;;;;;;;;3R009 AT;;;%c% %g% %a% %l% %co% %ce% %m%;certification;;/declaration/certifications/IGP_VALDELOIRE/genres/TRANQ/appellations/VAL/mentions/DEFAUT/lieux/DEFAUT/couleurs/rouge/cepages/EGI
declaration;IGP;IGP_VALDELOIRE;;TRANQ;Val de Loire;VAL;;;;;Rouge;rouge;Cabernet franc ;CBF;;3R009 BW;Vins Tranquilles;3.92;;;1.5;;;;;;;;;;;;;3R009 BW;;;%c% %g% %a% %l% %co% %ce% %m%;certification;;/declaration/certifications/IGP_VALDELOIRE/genres/TRANQ/appellations/VAL/mentions/DEFAUT/lieux/DEFAUT/couleurs/rouge/cepages/CBF
declaration;IGP;IGP_VALDELOIRE;;TRANQ;Val de Loire;VAL;;;;;Rouge;rouge;Cabernet sauvignon ;CBS;;3R009 BX;Vins Tranquilles;3.92;;;1.5;;;;;;;;;;;;;3R009 BX;;;%c% %g% %a% %l% %co% %ce% %m%;certification;;/declaration/certifications/IGP_VALDELOIRE/genres/TRANQ/appellations/VAL/mentions/DEFAUT/lieux/DEFAUT/couleurs/rouge/cepages/CBS
declaration;IGP;IGP_VALDELOIRE;;TRANQ;Val de Loire;VAL;;;;;Rouge;rouge;Gamay noir;GAM;;3R009 CM;Vins Tranquilles;3.92;;;1.5;;;;;;;;;;;;;3R009 CM;;;%c% %g% %a% %l% %co% %ce% %m%;certification;;/declaration/certifications/IGP_VALDELOIRE/genres/TRANQ/appellations/VAL/mentions/DEFAUT/lieux/DEFAUT/couleurs/rouge/cepages/GAM
declaration;IGP;IGP_VALDELOIRE;;TRANQ;Val de Loire;VAL;;;;;Rouge;rouge;Gamay de Bouze noir;GAMB;;3R009 CN;Vins Tranquilles;3.92;;;1.5;;;;;;;;;;;;;3R009 CN;;;%c% %g% %a% %l% %co% %ce% %m%;certification;;/declaration/certifications/IGP_VALDELOIRE/genres/TRANQ/appellations/VAL/mentions/DEFAUT/lieux/DEFAUT/couleurs/rouge/cepages/GAMB
declaration;IGP;IGP_VALDELOIRE;;TRANQ;Val de Loire;VAL;;;;;Rouge;rouge;Gamay de Chaudenay noir;GAMC;;3R009 CP;Vins Tranquilles;3.92;;;1.5;;;;;;;;;;;;;3R009 CP;;;%c% %g% %a% %l% %co% %ce% %m%;certification;;/declaration/certifications/IGP_VALDELOIRE/genres/TRANQ/appellations/VAL/mentions/DEFAUT/lieux/DEFAUT/couleurs/rouge/cepages/GAMC
declaration;IGP;IGP_VALDELOIRE;;TRANQ;Val de Loire;VAL;;;;;Rouge;rouge;Grolleau noir;GRO;;3R009 CT;Vins Tranquilles;3.92;;;1.5;;;;;;;;;;;;;3R009 CT;;;%c% %g% %a% %l% %co% %ce% %m%;certification;;/declaration/certifications/IGP_VALDELOIRE/genres/TRANQ/appellations/VAL/mentions/DEFAUT/lieux/DEFAUT/couleurs/rouge/cepages/GRO
declaration;IGP;IGP_VALDELOIRE;;TRANQ;Val de Loire;VAL;;;;;Rouge;rouge;Cot;COT;;3R009 CZ;Vins Tranquilles;3.92;;;1.5;;;;;;;;;;;;;3R009 CZ;;;%c% %g% %a% %l% %co% %ce% %m%;certification;;/declaration/certifications/IGP_VALDELOIRE/genres/TRANQ/appellations/VAL/mentions/DEFAUT/lieux/DEFAUT/couleurs/rouge/cepages/COT
declaration;IGP;IGP_VALDELOIRE;;TRANQ;Val de Loire;VAL;;;;;Rouge;rouge;Merlot;MERL;;3R009 DE;Vins Tranquilles;3.92;;;1.5;;;;;;;;;;;;;3R009 DE;;;%c% %g% %a% %l% %co% %ce% %m%;certification;;/declaration/certifications/IGP_VALDELOIRE/genres/TRANQ/appellations/VAL/mentions/DEFAUT/lieux/DEFAUT/couleurs/rouge/cepages/MERL
declaration;IGP;IGP_VALDELOIRE;;TRANQ;Val de Loire;VAL;;;;;Rouge;rouge;Negrette noir;NEG;;3R009 DL;Vins Tranquilles;3.92;;;1.5;;;;;;;;;;;;;3R009 DL;;;%c% %g% %a% %l% %co% %ce% %m%;certification;;/declaration/certifications/IGP_VALDELOIRE/genres/TRANQ/appellations/VAL/mentions/DEFAUT/lieux/DEFAUT/couleurs/rouge/cepages/NEG
declaration;IGP;IGP_VALDELOIRE;;TRANQ;Val de Loire;VAL;;;;;Rouge;rouge;Abouriou;ABO;;3R009 35;Vins Tranquilles;3.92;;;1.5;;;;;;;;;;;;;3R009 35;;;%c% %g% %a% %l% %co% %ce% %m%;certification;;/declaration/certifications/IGP_VALDELOIRE/genres/TRANQ/appellations/VAL/mentions/DEFAUT/lieux/DEFAUT/couleurs/rouge/cepages/ABO
declaration;IGP;IGP_VALDELOIRE;;TRANQ;Val de Loire;VAL;;;;;Rouge;rouge;Pineau d'Aunis;PINAU;;3R009 58;Vins Tranquilles;3.92;;;1.5;;;;;;;;;;;;;3R009 58;;;%c% %g% %a% %l% %co% %ce% %m%;certification;;/declaration/certifications/IGP_VALDELOIRE/genres/TRANQ/appellations/VAL/mentions/DEFAUT/lieux/DEFAUT/couleurs/rouge/cepages/PINAU
declaration;IGP;IGP_VALDELOIRE;;TRANQ;Val de Loire;VAL;;;;;Rouge;rouge;Artaban;ART;;3R009 JA;Vins Tranquilles;3.92;;;1.5;;;;;;;;;;;;;3R009 JA;;;%c% %g% %a% %l% %co% %ce% %m%;certification;;/declaration/certifications/IGP_VALDELOIRE/genres/TRANQ/appellations/VAL/mentions/DEFAUT/lieux/DEFAUT/couleurs/rouge/cepages/ART
declaration;IGP;IGP_VALDELOIRE;;TRANQ;Val de Loire;VAL;;;;;Rouge;rouge;Cabernet cortis;CCOR;;3R009 HX;Vins Tranquilles;3.92;;;1.5;;;;;;;;;;;;;3R009 HX;;;%c% %g% %a% %l% %co% %ce% %m%;certification;;/declaration/certifications/IGP_VALDELOIRE/genres/TRANQ/appellations/VAL/mentions/DEFAUT/lieux/DEFAUT/couleurs/rouge/cepages/CCOR
declaration;IGP;IGP_VALDELOIRE;;TRANQ;Val de Loire;VAL;;;;;Rouge;rouge;Vidoc;VID;;3R009 IZ;Vins Tranquilles;3.92;;;1.5;;;;;;;;;;;;;3R009 IZ;;;%c% %g% %a% %l% %co% %ce% %m%;certification;;/declaration/certifications/IGP_VALDELOIRE/genres/TRANQ/appellations/VAL/mentions/DEFAUT/lieux/DEFAUT/couleurs/rouge/cepages/VID
declaration;IGP;IGP_VALDELOIRE;;TRANQ;Val de Loire;VAL;;;Cher;CHE;Rouge;rouge;;;;3R181;Vins Tranquilles;3.92;;;1.5;;;;;;;;;;;;;3R181;;;%c% %g% %a% %l% %co% %ce% %m%;certification;;/declaration/certifications/IGP_VALDELOIRE/genres/TRANQ/appellations/VAL/mentions/DEFAUT/lieux/CHE/couleurs/rouge/cepages/DEFAUT
declaration;IGP;IGP_VALDELOIRE;;TRANQ;Val de Loire;VAL;;;Cher;CHE;Rouge;rouge;Pinot noir;PIN;;3R181 AB;Vins Tranquilles;3.92;;;1.5;;;;;;;;;;;;;3R181 AB;;;%c% %g% %a% %l% %co% %ce% %m%;certification;;/declaration/certifications/IGP_VALDELOIRE/genres/TRANQ/appellations/VAL/mentions/DEFAUT/lieux/CHE/couleurs/rouge/cepages/PIN
declaration;IGP;IGP_VALDELOIRE;;TRANQ;Val de Loire;VAL;;;Cher;CHE;Blanc;blanc;;;;3B181;Vins Tranquilles;3.92;;;1.5;;;;;;;;;;;;;3B181;;;%c% %g% %a% %l% %co% %ce% %m%;certification;;/declaration/certifications/IGP_VALDELOIRE/genres/TRANQ/appellations/VAL/mentions/DEFAUT/lieux/CHE/couleurs/blanc/cepages/DEFAUT
declaration;IGP;IGP_VALDELOIRE;;TRANQ;Val de Loire;VAL;;;Cher;CHE;Blanc;blanc;Sauvignon blanc;SAUB;;3B181 AE;Vins Tranquilles;3.92;;;1.5;;;;;;;;;;;;;3B181 AE;;;%c% %g% %a% %l% %co% %ce% %m%;certification;;/declaration/certifications/IGP_VALDELOIRE/genres/TRANQ/appellations/VAL/mentions/DEFAUT/lieux/CHE/couleurs/blanc/cepages/SAUB
declaration;IGP;IGP_VALDELOIRE;;TRANQ;Val de Loire;VAL;;;Cher;CHE;Rosé;rose;;;;3S181;Vins Tranquilles;3.92;;;1.5;;;;;;;;;;;;;3S181;;;%c% %g% %a% %l% %co% %ce% %m%;certification;;/declaration/certifications/IGP_VALDELOIRE/genres/TRANQ/appellations/VAL/mentions/DEFAUT/lieux/CHE/couleurs/rose/cepages/DEFAUT
declaration;IGP;IGP_VALDELOIRE;;TRANQ;Val de Loire;VAL;;;Indre et Loire;IDL;Rouge;rouge;;;;3R371;Vins Tranquilles;3.92;;;1.5;;;;;;;;;;;;;3R371;;;%c% %g% %a% %l% %co% %ce% %m%;certification;;/declaration/certifications/IGP_VALDELOIRE/genres/TRANQ/appellations/VAL/mentions/DEFAUT/lieux/IDL/couleurs/rouge/cepages/DEFAUT
declaration;IGP;IGP_VALDELOIRE;;TRANQ;Val de Loire;VAL;;;Indre et Loire;IDL;Rouge;rouge;Grolleau noir;GRO;;3R371 CT;Vins Tranquilles;3.92;;;1.5;;;;;;;;;;;;;3R371 CT;;;%c% %g% %a% %l% %co% %ce% %m%;certification;;/declaration/certifications/IGP_VALDELOIRE/genres/TRANQ/appellations/VAL/mentions/DEFAUT/lieux/IDL/couleurs/rouge/cepages/GRO
declaration;IGP;IGP_VALDELOIRE;;TRANQ;Val de Loire;VAL;;;Indre et Loire;IDL;Rouge;rouge;Cot;COT;;3R371 CZ;Vins Tranquilles;3.92;;;1.5;;;;;;;;;;;;;3R371 CZ;;;%c% %g% %a% %l% %co% %ce% %m%;certification;;/declaration/certifications/IGP_VALDELOIRE/genres/TRANQ/appellations/VAL/mentions/DEFAUT/lieux/IDL/couleurs/rouge/cepages/COT
declaration;IGP;IGP_VALDELOIRE;;TRANQ;Val de Loire;VAL;;;Indre et Loire;IDL;Blanc;blanc;Chardonnay;CHA;;3B371 CA;Vins Tranquilles;3.92;;;1.5;;;;;;;;;;;;;3B371 CA;;;%c% %g% %a% %l% %co% %ce% %m%;certification;;/declaration/certifications/IGP_VALDELOIRE/genres/TRANQ/appellations/VAL/mentions/DEFAUT/lieux/IDL/couleurs/blanc/cepages/CHA
declaration;IGP;IGP_VALDELOIRE;;TRANQ;Val de Loire;VAL;;;Indre et Loire;IDL;Blanc;blanc;Sauvignon blanc;SAUB;;3B371 AE;Vins Tranquilles;3.92;;;1.5;;;;;;;;;;;;;3B371 AE;;;%c% %g% %a% %l% %co% %ce% %m%;certification;;/declaration/certifications/IGP_VALDELOIRE/genres/TRANQ/appellations/VAL/mentions/DEFAUT/lieux/IDL/couleurs/blanc/cepages/SAUB
declaration;IGP;IGP_VALDELOIRE;;TRANQ;Val de Loire;VAL;;;Indre et Loire;IDL;Blanc;blanc;Sauvignon gris;SAUG;;3B371 AF;Vins Tranquilles;3.92;;;1.5;;;;;;;;;;;;;3B371 AF;;;%c% %g% %a% %l% %co% %ce% %m%;certification;;/declaration/certifications/IGP_VALDELOIRE/genres/TRANQ/appellations/VAL/mentions/DEFAUT/lieux/IDL/couleurs/blanc/cepages/SAUG
declaration;IGP;IGP_VALDELOIRE;;TRANQ;Val de Loire;VAL;;;Indre et Loire;IDL;Blanc;blanc;;;;3B371;Vins Tranquilles;3.92;;;1.5;;;;;;;;;;;;;3B371;;;%c% %g% %a% %l% %co% %ce% %m%;certification;;/declaration/certifications/IGP_VALDELOIRE/genres/TRANQ/appellations/VAL/mentions/DEFAUT/lieux/IDL/couleurs/blanc/cepages/DEFAUT
declaration;IGP;IGP_VALDELOIRE;;TRANQ;Val de Loire;VAL;;;Indre et Loire;IDL;Rosé;rose;;;;3S371;Vins Tranquilles;3.92;;;1.5;;;;;;;;;;;;;3S371;;;%c% %g% %a% %l% %co% %ce% %m%;certification;;/declaration/certifications/IGP_VALDELOIRE/genres/TRANQ/appellations/VAL/mentions/DEFAUT/lieux/IDL/couleurs/rose/cepages/DEFAUT
declaration;IGP;IGP_VALDELOIRE;;TRANQ;Val de Loire;VAL;;;Indre;IND;Rouge;rouge;;;;3R361;Vins Tranquilles;3.92;;;1.5;;;;;;;;;;;;;3R361;;;%c% %g% %a% %l% %co% %ce% %m%;certification;;/declaration/certifications/IGP_VALDELOIRE/genres/TRANQ/appellations/VAL/mentions/DEFAUT/lieux/IND/couleurs/rouge/cepages/DEFAUT
declaration;IGP;IGP_VALDELOIRE;;TRANQ;Val de Loire;VAL;;;Indre;IND;Blanc;blanc;;;;3B361;Vins Tranquilles;3.92;;;1.5;;;;;;;;;;;;;3B361;;;%c% %g% %a% %l% %co% %ce% %m%;certification;;/declaration/certifications/IGP_VALDELOIRE/genres/TRANQ/appellations/VAL/mentions/DEFAUT/lieux/IND/couleurs/blanc/cepages/DEFAUT
declaration;IGP;IGP_VALDELOIRE;;TRANQ;Val de Loire;VAL;;;Indre;IND;Blanc;blanc;Chardonnay;CHA;;3B361 CA;Vins Tranquilles;3.92;;;1.5;;;;;;;;;;;;;3B361 CA;;;%c% %g% %a% %l% %co% %ce% %m%;certification;;/declaration/certifications/IGP_VALDELOIRE/genres/TRANQ/appellations/VAL/mentions/DEFAUT/lieux/IND/couleurs/blanc/cepages/CHA
declaration;IGP;IGP_VALDELOIRE;;TRANQ;Val de Loire;VAL;;;Indre;IND;Rosé;rose;;;;3S361;Vins Tranquilles;3.92;;;1.5;;;;;;;;;;;;;3S361;;;%c% %g% %a% %l% %co% %ce% %m%;certification;;/declaration/certifications/IGP_VALDELOIRE/genres/TRANQ/appellations/VAL/mentions/DEFAUT/lieux/IND/couleurs/rose/cepages/DEFAUT
declaration;IGP;IGP_VALDELOIRE;;TRANQ;Val de Loire;VAL;;;Allier;ALL;Rouge;rouge;;;;3R031;Vins Tranquilles;3.92;;;1.5;;;;;;;;;;;;;3R031;;;%c% %g% %a% %l% %co% %ce% %m%;certification;;/declaration/certifications/IGP_VALDELOIRE/genres/TRANQ/appellations/VAL/mentions/DEFAUT/lieux/ALL/couleurs/rouge/cepages/DEFAUT
declaration;IGP;IGP_VALDELOIRE;;TRANQ;Val de Loire;VAL;;;Allier;ALL;Blanc;blanc;;;;3B031;Vins Tranquilles;3.92;;;1.5;;;;;;;;;;;;;3B031;;;%c% %g% %a% %l% %co% %ce% %m%;certification;;/declaration/certifications/IGP_VALDELOIRE/genres/TRANQ/appellations/VAL/mentions/DEFAUT/lieux/ALL/couleurs/blanc/cepages/DEFAUT
declaration;IGP;IGP_VALDELOIRE;;TRANQ;Val de Loire;VAL;;;Allier;ALL;Rosé;rose;;;;3S031;Vins Tranquilles;3.92;;;1.5;;;;;;;;;;;;;3S031;;;%c% %g% %a% %l% %co% %ce% %m%;certification;;/declaration/certifications/IGP_VALDELOIRE/genres/TRANQ/appellations/VAL/mentions/DEFAUT/lieux/ALL/couleurs/rose/cepages/DEFAUT
declaration;IGP;IGP_VALDELOIRE;;TRANQ;Val de Loire;VAL;;;Loire Atlantique;LAT;Rouge;rouge;;;;3R441;Vins Tranquilles;3.92;;;1.5;;;;;;;;;;;;;3R441;;;%c% %g% %a% %l% %co% %ce% %m%;certification;;/declaration/certifications/IGP_VALDELOIRE/genres/TRANQ/appellations/VAL/mentions/DEFAUT/lieux/LAT/couleurs/rouge/cepages/DEFAUT
declaration;IGP;IGP_VALDELOIRE;;TRANQ;Val de Loire;VAL;;;Loire Atlantique;LAT;Rouge;rouge;Merlot;MERL;;3R441 DE;Vins Tranquilles;3.92;;;1.5;;;;;;;;;;;;;3R441 DE;;;%c% %g% %a% %l% %co% %ce% %m%;certification;;/declaration/certifications/IGP_VALDELOIRE/genres/TRANQ/appellations/VAL/mentions/DEFAUT/lieux/LAT/couleurs/rouge/cepages/MERL
declaration;IGP;IGP_VALDELOIRE;;TRANQ;Val de Loire;VAL;;;Loire Atlantique;LAT;Rouge;rouge;Cabernet franc ;CBF;;3R441 BW;Vins Tranquilles;3.92;;;1.5;;;;;;;;;;;;;3R441 BW;;;%c% %g% %a% %l% %co% %ce% %m%;certification;;/declaration/certifications/IGP_VALDELOIRE/genres/TRANQ/appellations/VAL/mentions/DEFAUT/lieux/LAT/couleurs/rouge/cepages/CBF
declaration;IGP;IGP_VALDELOIRE;;TRANQ;Val de Loire;VAL;;;Loire Atlantique;LAT;Rouge;rouge;Pinot noir;PIN;;3R441 AB;Vins Tranquilles;3.92;;;1.5;;;;;;;;;;;;;3R441 AB;;;%c% %g% %a% %l% %co% %ce% %m%;certification;;/declaration/certifications/IGP_VALDELOIRE/genres/TRANQ/appellations/VAL/mentions/DEFAUT/lieux/LAT/couleurs/rouge/cepages/PIN
declaration;IGP;IGP_VALDELOIRE;;TRANQ;Val de Loire;VAL;;;Loire Atlantique;LAT;Rouge;rouge;Gamay noir;GAM;;3R441 CM;Vins Tranquilles;3.92;;;1.5;;;;;;;;;;;;;3R441 CM;;;%c% %g% %a% %l% %co% %ce% %m%;certification;;/declaration/certifications/IGP_VALDELOIRE/genres/TRANQ/appellations/VAL/mentions/DEFAUT/lieux/LAT/couleurs/rouge/cepages/GAM
declaration;IGP;IGP_VALDELOIRE;;TRANQ;Val de Loire;VAL;;;Loire Atlantique;LAT;Blanc;blanc;;;;3B441;Vins Tranquilles;3.92;;;1.5;;;;;;;;;;;;;3B441;;;%c% %g% %a% %l% %co% %ce% %m%;certification;;/declaration/certifications/IGP_VALDELOIRE/genres/TRANQ/appellations/VAL/mentions/DEFAUT/lieux/LAT/couleurs/blanc/cepages/DEFAUT
declaration;IGP;IGP_VALDELOIRE;;TRANQ;Val de Loire;VAL;;;Loire Atlantique;LAT;Blanc;blanc;Sauvignon blanc;SAUB;;3B441 AE;Vins Tranquilles;3.92;;;1.5;;;;;;;;;;;;;3B441 AE;;;%c% %g% %a% %l% %co% %ce% %m%;certification;;/declaration/certifications/IGP_VALDELOIRE/genres/TRANQ/appellations/VAL/mentions/DEFAUT/lieux/LAT/couleurs/blanc/cepages/SAUB
declaration;IGP;IGP_VALDELOIRE;;TRANQ;Val de Loire;VAL;;;Loire Atlantique;LAT;Blanc;blanc;Chardonnay;CHA;;3B441 CA;Vins Tranquilles;3.92;;;1.5;;;;;;;;;;;;;3B441 CA;;;%c% %g% %a% %l% %co% %ce% %m%;certification;;/declaration/certifications/IGP_VALDELOIRE/genres/TRANQ/appellations/VAL/mentions/DEFAUT/lieux/LAT/couleurs/blanc/cepages/CHA
declaration;IGP;IGP_VALDELOIRE;;TRANQ;Val de Loire;VAL;;;Loire Atlantique;LAT;Rosé;rose;;;;3S441;Vins Tranquilles;3.92;;;1.5;;;;;;;;;;;;;3S441;;;%c% %g% %a% %l% %co% %ce% %m%;certification;;/declaration/certifications/IGP_VALDELOIRE/genres/TRANQ/appellations/VAL/mentions/DEFAUT/lieux/LAT/couleurs/rose/cepages/DEFAUT
declaration;IGP;IGP_VALDELOIRE;;TRANQ;Val de Loire;VAL;;;Loire Atlantique;LAT;Rosé;rose;Grolleau;GRO;;3S441 CT;Vins Tranquilles;3.92;;;1.5;;;;;;;;;;;;;3S441 CT;;;%c% %g% %a% %l% %co% %ce% %m%;certification;;/declaration/certifications/IGP_VALDELOIRE/genres/TRANQ/appellations/VAL/mentions/DEFAUT/lieux/LAT/couleurs/rose/cepages/GRO
declaration;IGP;IGP_VALDELOIRE;;TRANQ;Val de Loire;VAL;;;Loire Atlantique;LAT;Rosé;rose;Cabernet franc ;CBF;;3S441 BW;Vins Tranquilles;3.92;;;1.5;;;;;;;;;;;;;3S441 BW;;;%c% %g% %a% %l% %co% %ce% %m%;certification;;/declaration/certifications/IGP_VALDELOIRE/genres/TRANQ/appellations/VAL/mentions/DEFAUT/lieux/LAT/couleurs/rose/cepages/CBF
declaration;IGP;IGP_VALDELOIRE;;TRANQ;Val de Loire;VAL;;;Loire Atlantique;LAT;Rosé;rose;Abouriou ;ABO;;3S441 35;Vins Tranquilles;3.92;;;1.5;;;;;;;;;;;;;3S441 35;;;%c% %g% %a% %l% %co% %ce% %m%;certification;;/declaration/certifications/IGP_VALDELOIRE/genres/TRANQ/appellations/VAL/mentions/DEFAUT/lieux/LAT/couleurs/rose/cepages/ABO
declaration;IGP;IGP_VALDELOIRE;;TRANQ;Val de Loire;VAL;;;Loiret;LOI;Rouge;rouge;;;;3R451;Vins Tranquilles;3.92;;;1.5;;;;;;;;;;;;;3R451;;;%c% %g% %a% %l% %co% %ce% %m%;certification;;/declaration/certifications/IGP_VALDELOIRE/genres/TRANQ/appellations/VAL/mentions/DEFAUT/lieux/LOI/couleurs/rouge/cepages/DEFAUT
declaration;IGP;IGP_VALDELOIRE;;TRANQ;Val de Loire;VAL;;;Loiret;LOI;Blanc;blanc;;;;3B451;Vins Tranquilles;3.92;;;1.5;;;;;;;;;;;;;3B451;;;%c% %g% %a% %l% %co% %ce% %m%;certification;;/declaration/certifications/IGP_VALDELOIRE/genres/TRANQ/appellations/VAL/mentions/DEFAUT/lieux/LOI/couleurs/blanc/cepages/DEFAUT
declaration;IGP;IGP_VALDELOIRE;;TRANQ;Val de Loire;VAL;;;Loiret;LOI;Blanc;blanc;Sauvignon gris;SAUG;;3B451 AF;Vins Tranquilles;3.92;;;1.5;;;;;;;;;;;;;3B451 AF;;;%c% %g% %a% %l% %co% %ce% %m%;certification;;/declaration/certifications/IGP_VALDELOIRE/genres/TRANQ/appellations/VAL/mentions/DEFAUT/lieux/LOI/couleurs/blanc/cepages/SAUG
declaration;IGP;IGP_VALDELOIRE;;TRANQ;Val de Loire;VAL;;;Loiret;LOI;Blanc;blanc;Sauvignon blanc;SAUB;;3B451 AE;Vins Tranquilles;3.92;;;1.5;;;;;;;;;;;;;3B451 AE;;;%c% %g% %a% %l% %co% %ce% %m%;certification;;/declaration/certifications/IGP_VALDELOIRE/genres/TRANQ/appellations/VAL/mentions/DEFAUT/lieux/LOI/couleurs/blanc/cepages/SAUB
declaration;IGP;IGP_VALDELOIRE;;TRANQ;Val de Loire;VAL;;;Loiret;LOI;Blanc;blanc;Chardonnay;CHA;;3B451 CA;Vins Tranquilles;3.92;;;1.5;;;;;;;;;;;;;3B451 CA;;;%c% %g% %a% %l% %co% %ce% %m%;certification;;/declaration/certifications/IGP_VALDELOIRE/genres/TRANQ/appellations/VAL/mentions/DEFAUT/lieux/LOI/couleurs/blanc/cepages/CHA
declaration;IGP;IGP_VALDELOIRE;;TRANQ;Val de Loire;VAL;;;Loiret;LOI;Blanc;blanc;Chenin;CHE;;3B451 CF;Vins Tranquilles;3.92;;;1.5;;;;;;;;;;;;;3B451 CF;;;%c% %g% %a% %l% %co% %ce% %m%;certification;;/declaration/certifications/IGP_VALDELOIRE/genres/TRANQ/appellations/VAL/mentions/DEFAUT/lieux/LOI/couleurs/blanc/cepages/CHE
declaration;IGP;IGP_VALDELOIRE;;TRANQ;Val de Loire;VAL;;;Loiret;LOI;Rosé;rose;;;;3S451;Vins Tranquilles;3.92;;;1.5;;;;;;;;;;;;;3S451;;;%c% %g% %a% %l% %co% %ce% %m%;certification;;/declaration/certifications/IGP_VALDELOIRE/genres/TRANQ/appellations/VAL/mentions/DEFAUT/lieux/LOI/couleurs/rose/cepages/DEFAUT
declaration;IGP;IGP_VALDELOIRE;;TRANQ;Val de Loire;VAL;;;Loir et Cher;LEC;Rouge;rouge;;;;3R411;Vins Tranquilles;3.92;;;1.5;;;;;;;;;;;;;3R411;;;%c% %g% %a% %l% %co% %ce% %m%;certification;;/declaration/certifications/IGP_VALDELOIRE/genres/TRANQ/appellations/VAL/mentions/DEFAUT/lieux/LEC/couleurs/rouge/cepages/DEFAUT
declaration;IGP;IGP_VALDELOIRE;;TRANQ;Val de Loire;VAL;;;Loir et Cher;LEC;Rouge;rouge;Pinot noir;PIN;;3R411 AB;Vins Tranquilles;3.92;;;1.5;;;;;;;;;;;;;3R411 AB;;;%c% %g% %a% %l% %co% %ce% %m%;certification;;/declaration/certifications/IGP_VALDELOIRE/genres/TRANQ/appellations/VAL/mentions/DEFAUT/lieux/LEC/couleurs/rouge/cepages/PIN
declaration;IGP;IGP_VALDELOIRE;;TRANQ;Val de Loire;VAL;;;Loir et Cher;LEC;Rouge;rouge;Cot;COT;;3R411 CZ;Vins Tranquilles;3.92;;;1.5;;;;;;;;;;;;;3R411 CZ;;;%c% %g% %a% %l% %co% %ce% %m%;certification;;/declaration/certifications/IGP_VALDELOIRE/genres/TRANQ/appellations/VAL/mentions/DEFAUT/lieux/LEC/couleurs/rouge/cepages/COT
