#interpro;categorie_libelle;categorie_code;genre_libelle;genre_code;denomination_libelle;denomination_code;mention_libelle;mention_code;lieu_libelle;lieu_code;couleur_libelle;couleur_code;cepage_libelle;cepage_code;departements;douane_code;douane_libelle;douane_taxe;douane_date;douane_noeud;cvo_taxe;cvo_date;cvo_noeud;repli_entree;repli_sorti;declassement_entree;declassement_sorti;densite;labels;code_produit;code_produit_noeud;code_analytique;code_comptable_noeud;code_douane;code_douane_noeud;alias_produit;format_libelle;format_libelle_noeud;cepages autorises;hash_produit
declaration;IGP;IGP_VALDELOIRE;;TRANQ;Val de Loire;VAL;;;Vienne;VIE;Blanc;blanc;Sauvignon blanc;SAUB;;3B861 AE;Vins Tranquilles;3.92;;;1.5;;;;;;;;;;;;;3B861 AE;;;%c% %g% %a% %l% %co% %ce% %m%;certification;;/declaration/certifications/IGP_VALDELOIRE/genres/TRANQ/appellations/VAL/mentions/DEFAUT/lieux/VIE/couleurs/blanc/cepages/SAUB
declaration;IGP;IGP_VALDELOIRE;;TRANQ;Val de Loire;VAL;;;Vienne;VIE;Blanc;blanc;Sauvignon gris;SAUG;;3B861 AF;Vins Tranquilles;3.92;;;1.5;;;;;;;;;;;;;3B861 AF;;;%c% %g% %a% %l% %co% %ce% %m%;certification;;/declaration/certifications/IGP_VALDELOIRE/genres/TRANQ/appellations/VAL/mentions/DEFAUT/lieux/VIE/couleurs/blanc/cepages/SAUG
declaration;IGP;IGP_VALDELOIRE;;TRANQ;Val de Loire;VAL;;;Vienne;VIE;Rosé;rose;;;;3S861;Vins Tranquilles;3.92;;;1.5;;;;;;;;;;;;;3S861;;;%c% %g% %a% %l% %co% %ce% %m%;certification;;/declaration/certifications/IGP_VALDELOIRE/genres/TRANQ/appellations/VAL/mentions/DEFAUT/lieux/VIE/couleurs/rose/cepages/DEFAUT
declaration;IGP;IGP_VALDELOIRE;;TRANQ;Val de Loire;VAL;;;Vienne;VIE;Rosé;rose;Pinot noir;PIN;;3S861 AB;Vins Tranquilles;3.92;;;1.5;;;;;;;;;;;;;3S861 AB;;;%c% %g% %a% %l% %co% %ce% %m%;certification;;/declaration/certifications/IGP_VALDELOIRE/genres/TRANQ/appellations/VAL/mentions/DEFAUT/lieux/VIE/couleurs/rose/cepages/PIN
declaration;IGP;IGP_VALDELOIRE;;TRANQ;Val de Loire;VAL;;;Vienne;VIE;Rosé;rose;Cabernet franc ;CBF;;3S861 BW;Vins Tranquilles;3.92;;;1.5;;;;;;;;;;;;;3S861 BW;;;%c% %g% %a% %l% %co% %ce% %m%;certification;;/declaration/certifications/IGP_VALDELOIRE/genres/TRANQ/appellations/VAL/mentions/DEFAUT/lieux/VIE/couleurs/rose/cepages/CBF
declaration;IGP;IGP_VALDELOIRE;;TRANQ;Val de Loire;VAL;;;Vienne;VIE;Rosé;rose;Cabernet sauvignon ;CBS;;3S861 BX;Vins Tranquilles;3.92;;;1.5;;;;;;;;;;;;;3S861 BX;;;%c% %g% %a% %l% %co% %ce% %m%;certification;;/declaration/certifications/IGP_VALDELOIRE/genres/TRANQ/appellations/VAL/mentions/DEFAUT/lieux/VIE/couleurs/rose/cepages/CBS
declaration;IGP;IGP_VALDELOIRE;;TRANQ;Val de Loire;VAL;;;Vienne;VIE;Rosé;rose;Merlot;MERL;;3S861 DE;Vins Tranquilles;3.92;;;1.5;;;;;;;;;;;;;3S861 DE;;;%c% %g% %a% %l% %co% %ce% %m%;certification;;/declaration/certifications/IGP_VALDELOIRE/genres/TRANQ/appellations/VAL/mentions/DEFAUT/lieux/VIE/couleurs/rose/cepages/MERL
declaration;IGP;IGP_VALDELOIRE;;TRANQ;Val de Loire;VAL;;;Vienne;VIE;Rosé;rose;Gamay noir;GAM;;3S861 CM;Vins Tranquilles;3.92;;;1.5;;;;;;;;;;;;;3S861 CM;;;%c% %g% %a% %l% %co% %ce% %m%;certification;;/declaration/certifications/IGP_VALDELOIRE/genres/TRANQ/appellations/VAL/mentions/DEFAUT/lieux/VIE/couleurs/rose/cepages/GAM
declaration;Autres vins;AUTRESVINS;tranquilles;TRANQ;Vins sans IG;SIG;;;;;Blanc;blanc;;;;4B999;Vins Tranquilles;3.92;;;-1;;;;;;;;;;;;;4B999;;;%a% %l% %m% %co% %ce%;certification;;/declaration/certifications/AUTRESVINS/genres/TRANQ/appellations/SIG/mentions/DEFAUT/lieux/DEFAUT/couleurs/blanc/cepages/DEFAUT
declaration;Autres vins;AUTRESVINS;tranquilles;TRANQ;Vins sans IG;SIG;;;;;Blanc;blanc;Sauvignon blanc;SAUB;;4B500 AE;Vins Tranquilles;3.92;;;-1;;;;;;;;;;;;;4B500 AE;;;%a% %l% %m% %co% %ce%;certification;;/declaration/certifications/AUTRESVINS/genres/TRANQ/appellations/SIG/mentions/DEFAUT/lieux/DEFAUT/couleurs/blanc/cepages/SAUB
declaration;Autres vins;AUTRESVINS;tranquilles;TRANQ;Vins sans IG;SIG;;;;;Blanc;blanc;Chardonnay;CHA;;4B500 CA;Vins Tranquilles;3.92;;;-1;;;;;;;;;;;;;4B500 CA;;;%a% %l% %m% %co% %ce%;certification;;/declaration/certifications/AUTRESVINS/genres/TRANQ/appellations/SIG/mentions/DEFAUT/lieux/DEFAUT/couleurs/blanc/cepages/CHA
declaration;Autres vins;AUTRESVINS;tranquilles;TRANQ;Vins sans IG;SIG;;;;;Blanc;blanc;Colombard;COB;;4B500 CJ;Vins Tranquilles;3.92;;;-1;;;;;;;;;;;;;4B500 CJ;;;%a% %l% %m% %co% %ce%;certification;;/declaration/certifications/AUTRESVINS/genres/TRANQ/appellations/SIG/mentions/DEFAUT/lieux/DEFAUT/couleurs/blanc/cepages/COB
declaration;Autres vins;AUTRESVINS;tranquilles;TRANQ;Vins sans IG;SIG;;;;;Blanc;blanc;Sauvignon gris;SAUG;;4B500 AF;Vins Tranquilles;3.92;;;-1;;;;;;;;;;;;;4B500 AF;;;%a% %l% %m% %co% %ce%;certification;;/declaration/certifications/AUTRESVINS/genres/TRANQ/appellations/SIG/mentions/DEFAUT/lieux/DEFAUT/couleurs/blanc/cepages/SAUG
declaration;Autres vins;AUTRESVINS;tranquilles;TRANQ;Vins sans IG;SIG;;;;;Blanc;blanc;Melon;MEL;;4B500 DK;Vins Tranquilles;3.92;;;-1;;;;;;;;;;;;;4B500 DK;;;%a% %l% %m% %co% %ce%;certification;;/declaration/certifications/AUTRESVINS/genres/TRANQ/appellations/SIG/mentions/DEFAUT/lieux/DEFAUT/couleurs/blanc/cepages/MEL
declaration;Autres vins;AUTRESVINS;tranquilles;TRANQ;Vins sans IG;SIG;;;;;Rosé;rose;;;;4S999;Vins Tranquilles;3.92;;;-1;;;;;;;;;;;;;4S999;;;%a% %l% %m% %co% %ce%;certification;;/declaration/certifications/AUTRESVINS/genres/TRANQ/appellations/SIG/mentions/DEFAUT/lieux/DEFAUT/couleurs/rose/cepages/DEFAUT
declaration;Autres vins;AUTRESVINS;tranquilles;TRANQ;Vins sans IG;SIG;;;;;Rouge;rouge;;;;4R999;Vins Tranquilles;3.92;;;-1;;;;;;;;;;;;;4R999;;;%a% %l% %m% %co% %ce%;certification;;/declaration/certifications/AUTRESVINS/genres/TRANQ/appellations/SIG/mentions/DEFAUT/lieux/DEFAUT/couleurs/rouge/cepages/DEFAUT
declaration;Autres vins;AUTRESVINS;tranquilles;TRANQ;Vins tranquilles étrangers;ETR;;;;;;;;;;VT_ETRANGERS;Vins Tranquilles;3.92;;;-1;;;;;;;;;;;;;VT_ETRANGERS;;;%a% %l% %m% %co% %ce%;certification;;/declaration/certifications/AUTRESVINS/genres/TRANQ/appellations/ETR/mentions/DEFAUT/lieux/DEFAUT/couleurs/DEFAUT/cepages/DEFAUT
declaration;Autres vins;AUTRESVINS;tranquilles;TRANQ;;;;;;;;;;;;VT_SANS_IG_AUTRES;Vins Tranquilles;3.92;;;-1;;;;;;;;;;;;;VT_SANS_IG_AUTRES;;;%c% %g% %m% %a% %l% %co%;certification;;/declaration/certifications/AUTRESVINS/genres/TRANQ/appellations/DEFAUT/mentions/DEFAUT/lieux/DEFAUT/couleurs/DEFAUT/cepages/DEFAUT
declaration;Autres vins;AUTRESVINS;tranquilles;TRANQ;Vins tranquilles sans IG autres Premix;VTSIGP;;;;;;;;;;VT_SANS_IG_AUTRES_PREMIX;Vins Tranquilles;3.92;;;-1;;;;;;;;;;;;;VT_SANS_IG_AUTRES_PREMIX;;;%a% %l% %m% %co% %ce%;certification;;/declaration/certifications/AUTRESVINS/genres/TRANQ/appellations/VTSIGP/mentions/DEFAUT/lieux/DEFAUT/couleurs/DEFAUT/cepages/DEFAUT
declaration;Autres vins;AUTRESVINS;tranquilles;TRANQ;Vins tranquilles sans IG avec cépages;VTSIGCEP;;;;;;;;;;VT_SANS_IG_CEPAGE;Vins Tranquilles;3.92;;;-1;;;;;;;;;;;;;VT_SANS_IG_CEPAGE;;;%a% %l% %m% %co% %ce%;certification;;/declaration/certifications/AUTRESVINS/genres/TRANQ/appellations/VTSIGCEP/mentions/DEFAUT/lieux/DEFAUT/couleurs/DEFAUT/cepages/DEFAUT
declaration;Autres vins;AUTRESVINS;Mousseux;EFF;Vins sans IG;SIG;;;;;Blanc;blanc;;;;4B999M;Vins Tranquilles;9.7;;;-1;;;;;;;;;;;;;4B999M;;;%a% %g% %l% %m% %co%;certification;;/declaration/certifications/AUTRESVINS/genres/EFF/appellations/SIG/mentions/DEFAUT/lieux/DEFAUT/couleurs/blanc/cepages/DEFAUT
declaration;Autres vins;AUTRESVINS;Mousseux;EFF;Vins sans IG;SIG;;;;;Rouge;rouge;;;;4R999M;Vins Tranquilles;9.7;;;-1;;;;;;;;;;;;;4R999M;;;%a% %g% %l% %m% %co%;certification;;/declaration/certifications/AUTRESVINS/genres/EFF/appellations/SIG/mentions/DEFAUT/lieux/DEFAUT/couleurs/rouge/cepages/DEFAUT
declaration;Autres vins;AUTRESVINS;Mousseux;EFF;Vins sans IG;SIG;;;;;Rosé;rose;;;;4S999M;Vins Tranquilles;9.7;;;-1;;;;;;;;;;;;;4S999M;;;%a% %g% %l% %m% %co%;certification;;/declaration/certifications/AUTRESVINS/genres/EFF/appellations/SIG/mentions/DEFAUT/lieux/DEFAUT/couleurs/rose/cepages/DEFAUT
declaration;Autres vins;AUTRESVINS;Mousseux;EFF;Vins mousseux étrangers;ETR;;;;;;;;;;VM_ETRANGERS;Vins Tranquilles;9.7;;;-1;;;;;;;;;;;;;VM_ETRANGERS;;;%a% %l% %m% %co%;certification;;/declaration/certifications/AUTRESVINS/genres/EFF/appellations/ETR/mentions/DEFAUT/lieux/DEFAUT/couleurs/DEFAUT/cepages/DEFAUT
declaration;Autres vins;AUTRESVINS;Mousseux;EFF;;;;;;;;;;;;VM_SANS_IG_AUTRES;Vins Tranquilles;9.7;;;-1;;;;;;;;;;;;;VM_SANS_IG_AUTRES;;;%c% %g%;certification;;/declaration/certifications/AUTRESVINS/genres/EFF/appellations/DEFAUT/mentions/DEFAUT/lieux/DEFAUT/couleurs/DEFAUT/cepages/DEFAUT
declaration;Autres vins;AUTRESVINS;Mousseux;EFF;Vins mousseux sans IG avec cépages;VMSIGCEP;;;;;;;;;;VM_SANS_IG_CEPAGE;Vins Tranquilles;9.7;;;-1;;;;;;;;;;;;;VM_SANS_IG_CEPAGE;;;%a% %g% %l% %m% %co%;certification;;/declaration/certifications/AUTRESVINS/genres/EFF/appellations/VMSIGCEP/mentions/DEFAUT/lieux/DEFAUT/couleurs/DEFAUT/cepages/DEFAUT
declaration;Autres vins;AUTRESVINS;Pétillants;PET;;;;;;;;;;;;PETILLANTS_INF_8_5;Vins Tranquilles;9.7;;;-1;;;;;;;;;;;;;PETILLANTS_INF_8_5;;;%c% %g% %a% %m% %m% %co%;certification;;/declaration/certifications/AUTRESVINS/genres/PET/appellations/DEFAUT/mentions/DEFAUT/lieux/DEFAUT/couleurs/DEFAUT/cepages/DEFAUT
declaration;Autres vins;AUTRESVINS;Pétillants;PET;PREMIX;PRMX;;;;;;;;;;PETILLANTS_INF_8_5_PREMIX;Vins Tranquilles;9.7;;;-1;;;;;;;;;;;;;PETILLANTS_INF_8_5_PREMIX;;;%c% %g% %a% %m% %m% %co%;certification;;/declaration/certifications/AUTRESVINS/genres/PET/appellations/PRMX/mentions/DEFAUT/lieux/DEFAUT/couleurs/DEFAUT/cepages/DEFAUT
declaration;Autres;AUTRES;;;;LIES;Lies, Bourbes et vins à éliminer;LBVE;;;;;;;;5X999V;Vins Tranquilles;0;;;-1;;;;;;;;;;;;;5X999V;;;%a% %g% %l% %m% %co%;certification;;/declaration/certifications/AUTRES/genres/DEFAUT/appellations/LIES/mentions/LBVE/lieux/DEFAUT/couleurs/DEFAUT/cepages/DEFAUT
declaration;Autres;AUTRES;;;;LIES;Lies et Bourbes;;;;;;;;;4X999V;Vins Tranquilles;-1;;;-1;;;;;;;;;;;;;4X999V;;;%a% %g% %l% %m% %co%;certification;;/declaration/certifications/AUTRES/genres/DEFAUT/appellations/LIES/mentions/DEFAUT/lieux/DEFAUT/couleurs/DEFAUT/cepages/DEFAUT
declaration;Autres;AUTRES;;;DRA (Dépassement de Rendement Autorisé);DPLC;;;;;Blanc;blanc;;;;4B988Y;Vins Tranquilles;0;;;-1;;;;;;;;;;;;;4B988Y;;;%a% %g% %l% %m% %co%;certification;;/declaration/certifications/AUTRES/genres/DEFAUT/appellations/DPLC/mentions/DEFAUT/lieux/DEFAUT/couleurs/blanc/cepages/DEFAUT
declaration;Autres;AUTRES;;;DRA (Dépassement de Rendement Autorisé);DPLC;;;;;Rouge;rouge;;;;4R988Y;Vins Tranquilles;0;;;-1;;;;;;;;;;;;;4R988Y;;;%a% %g% %l% %m% %co%;certification;;/declaration/certifications/AUTRES/genres/DEFAUT/appellations/DPLC/mentions/DEFAUT/lieux/DEFAUT/couleurs/rouge/cepages/DEFAUT
declaration;AOP;AOC_HORSINTERLOIRE;;TRANQ;Autres que celles du Val de Loire;AOPFR;;;;;;;;;;VT_IG_AOP;Vins Tranquilles;3.92;;;-1;;;;;;;;;;;;;VT_IG_AOP;;;%g% %a% %l% %co% %m%;certification;;/declaration/certifications/AOC_HORSINTERLOIRE/genres/TRANQ/appellations/AOPFR/mentions/DEFAUT/lieux/DEFAUT/couleurs/DEFAUT/cepages/DEFAUT
declaration;AOP;AOC_HORSINTERLOIRE;;TRANQ;Saint Emilion;STEMI;;;;;Rouge;rouge;;;;1R156S;Vins Tranquilles;3.92;;;-1;;;;;;;;;;;;;1R156S;;;%g% %a% %l% %m%;certification;;/declaration/certifications/AOC_HORSINTERLOIRE/genres/TRANQ/appellations/STEMI/mentions/DEFAUT/lieux/DEFAUT/couleurs/rouge/cepages/DEFAUT
declaration;AOP;AOC_HORSINTERLOIRE;;TRANQ;Côtes du Rhône;CDR;;;;;Rouge;rouge;;;;1R530 ;Vins Tranquilles;3.92;;;-1;;;;;;;;;;;;;1R530 ;;;%g% %a% %l% %co% %m%;certification;;/declaration/certifications/AOC_HORSINTERLOIRE/genres/TRANQ/appellations/CDR/mentions/DEFAUT/lieux/DEFAUT/couleurs/rouge/cepages/DEFAUT
declaration;AOP;AOC_HORSINTERLOIRE;;TRANQ;Côtes du Rhône;CDR;;;;;Rosé;rose;;;;1S530;Vins Tranquilles;3.92;;;-1;;;;;;;;;;;;;1S530;;;%g% %a% %l% %co% %m%;certification;;/declaration/certifications/AOC_HORSINTERLOIRE/genres/TRANQ/appellations/CDR/mentions/DEFAUT/lieux/DEFAUT/couleurs/rose/cepages/DEFAUT
declaration;AOP;AOC_HORSINTERLOIRE;;TRANQ;Côtes du Rhône;CDR;;;;;Blanc;blanc;;;;1B530;Vins Tranquilles;3.92;;;-1;;;;;;;;;;;;;1B530;;;%g% %a% %l% %co% %m%;certification;;/declaration/certifications/AOC_HORSINTERLOIRE/genres/TRANQ/appellations/CDR/mentions/DEFAUT/lieux/DEFAUT/couleurs/blanc/cepages/DEFAUT
declaration;AOP;AOC_HORSINTERLOIRE;;TRANQ;Médoc;MED;;;;;;;;;;1R143S;Vins Tranquilles;3.92;;;-1;;;;;;;;;;;;;1R143S;;;%g% %a% %l% %co% %m%;certification;;/declaration/certifications/AOC_HORSINTERLOIRE/genres/TRANQ/appellations/MED/mentions/DEFAUT/lieux/DEFAUT/couleurs/DEFAUT/cepages/DEFAUT
declaration;AOP;AOC_HORSINTERLOIRE;;TRANQ;Bourgogne;BOURG;;;;;Blanc;blanc;;;;1B309;Vins Tranquilles;3.92;;;-1;;;;;;;;;;;;;1B309;;;%g% %a% %l% %co% %m%;certification;;/declaration/certifications/AOC_HORSINTERLOIRE/genres/TRANQ/appellations/BOURG/mentions/DEFAUT/lieux/DEFAUT/couleurs/blanc/cepages/DEFAUT
declaration;AOP;AOC_HORSINTERLOIRE;;TRANQ;Bourgogne;BOURG;;;;;Rouge;rouge;;;;1R309;Vins Tranquilles;3.92;;;-1;;;;;;;;;;;;;1R309;;;%g% %a% %l% %co% %m%;certification;;/declaration/certifications/AOC_HORSINTERLOIRE/genres/TRANQ/appellations/BOURG/mentions/DEFAUT/lieux/DEFAUT/couleurs/rouge/cepages/DEFAUT
declaration;AOP;AOC_HORSINTERLOIRE;;TRANQ;Cotes du Roussillon;CTROUS;;;;;Rouge;rouge;;;;1R480S;Vins Tranquilles;3.92;;;-1;;;;;;;;;;;;;1R480S;;;%g% %a% %l% %co% %m%;certification;;/declaration/certifications/AOC_HORSINTERLOIRE/genres/TRANQ/appellations/CTROUS/mentions/DEFAUT/lieux/DEFAUT/couleurs/rouge/cepages/DEFAUT
declaration;AOP;AOC_HORSINTERLOIRE;;TRANQ;Cotes du Roussillon;CTROUS;;;;;Blanc;blanc;;;;1B480S;Vins Tranquilles;3.92;;;-1;;;;;;;;;;;;;1B480S;;;%g% %a% %l% %co% %m%;certification;;/declaration/certifications/AOC_HORSINTERLOIRE/genres/TRANQ/appellations/CTROUS/mentions/DEFAUT/lieux/DEFAUT/couleurs/blanc/cepages/DEFAUT
declaration;AOP;AOC_HORSINTERLOIRE;;TRANQ;Faugères;FAUG;;;;;Rouge;rouge;;;;1R515;Vins Tranquilles;3.92;;;-1;;;;;;;;;;;;;1R515;;;%g% %a% %l% %co% %m%;certification;;/declaration/certifications/AOC_HORSINTERLOIRE/genres/TRANQ/appellations/FAUG/mentions/DEFAUT/lieux/DEFAUT/couleurs/rouge/cepages/DEFAUT
declaration;AOP;AOC_HORSINTERLOIRE;;TRANQ;Faugères;FAUG;;;;;Blanc;blanc;;;;1B515;Vins Tranquilles;3.92;;;-1;;;;;;;;;;;;;1B515;;;%g% %a% %l% %co% %m%;certification;;/declaration/certifications/AOC_HORSINTERLOIRE/genres/TRANQ/appellations/FAUG/mentions/DEFAUT/lieux/DEFAUT/couleurs/blanc/cepages/DEFAUT
declaration;AOP;AOC_HORSINTERLOIRE;;TRANQ;Faugères;FAUG;;;;;Rosé;rose;;;;1S515;Vins Tranquilles;3.92;;;-1;;;;;;;;;;;;;1S515;;;%g% %a% %l% %co% %m%;certification;;/declaration/certifications/AOC_HORSINTERLOIRE/genres/TRANQ/appellations/FAUG/mentions/DEFAUT/lieux/DEFAUT/couleurs/rose/cepages/DEFAUT
declaration;AOP;AOC_HORSINTERLOIRE;;TRANQ;Minervois;MIN;;;;;Rouge;rouge;;;;1R517;Vins Tranquilles;3.92;;;-1;;;;;;;;;;;;;1R517;;;%g% %a% %l% %co% %m%;certification;;/declaration/certifications/AOC_HORSINTERLOIRE/genres/TRANQ/appellations/MIN/mentions/DEFAUT/lieux/DEFAUT/couleurs/rouge/cepages/DEFAUT
declaration;AOP;AOC_HORSINTERLOIRE;;TRANQ;Minervois;MIN;;;;;Blanc;blanc;;;;1B517;Vins Tranquilles;3.92;;;-1;;;;;;;;;;;;;1B517;;;%g% %a% %l% %co% %m%;certification;;/declaration/certifications/AOC_HORSINTERLOIRE/genres/TRANQ/appellations/MIN/mentions/DEFAUT/lieux/DEFAUT/couleurs/blanc/cepages/DEFAUT
declaration;AOP;AOC_HORSINTERLOIRE;;TRANQ;Minervois;MIN;;;La Livinière;LIV;;;;;;1R516;Vins Tranquilles;3.92;;;-1;;;;;;;;;;;;;1R516;;;%g% %a% %l% %co% %m%;certification;;/declaration/certifications/AOC_HORSINTERLOIRE/genres/TRANQ/appellations/MIN/mentions/DEFAUT/lieux/LIV/couleurs/DEFAUT/cepages/DEFAUT
declaration;AOP;AOC_HORSINTERLOIRE;;TRANQ;Madiran;MAD;;;;;;;;;;1R140S;Vins Tranquilles;3.92;;;-1;;;;;;;;;;;;;1R140S;;;%g% %a% %l% %co% %m%;certification;;/declaration/certifications/AOC_HORSINTERLOIRE/genres/TRANQ/appellations/MAD/mentions/DEFAUT/lieux/DEFAUT/couleurs/DEFAUT/cepages/DEFAUT
declaration;AOP;AOC_HORSINTERLOIRE;;TRANQ;Fitou;FIT;;;;;;;;;;1R482S;Vins Tranquilles;3.92;;;-1;;;;;;;;;;;;;1R482S;;;%g% %a% %l% %co% %m%;certification;;/declaration/certifications/AOC_HORSINTERLOIRE/genres/TRANQ/appellations/FIT/mentions/DEFAUT/lieux/DEFAUT/couleurs/DEFAUT/cepages/DEFAUT
declaration;AOP;AOC_HORSINTERLOIRE;;TRANQ;Saint-Chinian;STCHI;;;;;Rouge;rouge;;;;1R518;Vins Tranquilles;3.92;;;-1;;;;;;;;;;;;;1R518;;;%g% %a% %l% %co% %m%;certification;;/declaration/certifications/AOC_HORSINTERLOIRE/genres/TRANQ/appellations/STCHI/mentions/DEFAUT/lieux/DEFAUT/couleurs/rouge/cepages/DEFAUT
declaration;AOP;AOC_HORSINTERLOIRE;;TRANQ;Saint-Chinian;STCHI;;;;;Rosé;rose;;;;1S518;Vins Tranquilles;3.92;;;-1;;;;;;;;;;;;;1S518;;;%g% %a% %l% %co% %m%;certification;;/declaration/certifications/AOC_HORSINTERLOIRE/genres/TRANQ/appellations/STCHI/mentions/DEFAUT/lieux/DEFAUT/couleurs/rose/cepages/DEFAUT
declaration;AOP;AOC_HORSINTERLOIRE;;TRANQ;Bourgueil;BRG;;;;;Rouge;rouge;Cabernet Franc;CBF;;1R220S;Vins Tranquilles;3.92;;;-1;;;;;;;;;;;;;1R220S;;;%g% %a% %l% %co% %m%;certification;;/declaration/certifications/AOC_HORSINTERLOIRE/genres/TRANQ/appellations/BRG/mentions/DEFAUT/lieux/DEFAUT/couleurs/rouge/cepages/CBF
declaration;AOP;AOC_HORSINTERLOIRE;;TRANQ;Bourgueil;BRG;;;;;Rosé;rose;Cabernet Franc;CBF;;1S220S;Vins Tranquilles;3.92;;;-1;;;;;;;;;;;;;1S220S;;;%g% %a% %l% %co% %m%;certification;;/declaration/certifications/AOC_HORSINTERLOIRE/genres/TRANQ/appellations/BRG/mentions/DEFAUT/lieux/DEFAUT/couleurs/rose/cepages/CBF
declaration;AOP;AOC_HORSINTERLOIRE;;TRANQ;Fiefs vendéens;FVD;;;Brem;BRE;Blanc;blanc;;;;1B709S;Vins Tranquilles;3.92;;;-1;;;;;;;;;;;;;1B709S;;;%g% %a% %l% %co% %m%;certification;;/declaration/certifications/AOC_HORSINTERLOIRE/genres/TRANQ/appellations/FVD/mentions/DEFAUT/lieux/BRE/couleurs/blanc/cepages/DEFAUT
declaration;AOP;AOC_HORSINTERLOIRE;;TRANQ;Fiefs vendéens;FVD;;;Brem;BRE;Rouge;rouge;;;;1R709S;Vins Tranquilles;3.92;;;-1;;;;;;;;;;;;;1R709S;;;%g% %a% %l% %co% %m%;certification;;/declaration/certifications/AOC_HORSINTERLOIRE/genres/TRANQ/appellations/FVD/mentions/DEFAUT/lieux/BRE/couleurs/rouge/cepages/DEFAUT
declaration;AOP;AOC_HORSINTERLOIRE;;TRANQ;Fiefs vendéens;FVD;;;Brem;BRE;Rosé;rose;;;;1S709S;Vins Tranquilles;3.92;;;-1;;;;;;;;;;;;;1S709S;;;%g% %a% %l% %co% %m%;certification;;/declaration/certifications/AOC_HORSINTERLOIRE/genres/TRANQ/appellations/FVD/mentions/DEFAUT/lieux/BRE/couleurs/rose/cepages/DEFAUT
declaration;AOP;AOC_HORSINTERLOIRE;;TRANQ;Fiefs vendéens;FVD;;;Mareuil;MAR;Blanc;blanc;;;;1B710S;Vins Tranquilles;3.92;;;-1;;;;;;;;;;;;;1B710S;;;%g% %a% %l% %co% %m%;certification;;/declaration/certifications/AOC_HORSINTERLOIRE/genres/TRANQ/appellations/FVD/mentions/DEFAUT/lieux/MAR/couleurs/blanc/cepages/DEFAUT
declaration;AOP;AOC_HORSINTERLOIRE;;TRANQ;Fiefs vendéens;FVD;;;Mareuil;MAR;Rouge;rouge;;;;1R710S;Vins Tranquilles;3.92;;;-1;;;;;;;;;;;;;1R710S;;;%g% %a% %l% %co% %m%;certification;;/declaration/certifications/AOC_HORSINTERLOIRE/genres/TRANQ/appellations/FVD/mentions/DEFAUT/lieux/MAR/couleurs/rouge/cepages/DEFAUT
declaration;AOP;AOC_HORSINTERLOIRE;;TRANQ;Fiefs vendéens;FVD;;;Mareuil;MAR;Rosé;rose;;;;1S710S;Vins Tranquilles;3.92;;;-1;;;;;;;;;;;;;1S710S;;;%g% %a% %l% %co% %m%;certification;;/declaration/certifications/AOC_HORSINTERLOIRE/genres/TRANQ/appellations/FVD/mentions/DEFAUT/lieux/MAR/couleurs/rose/cepages/DEFAUT
declaration;AOP;AOC_HORSINTERLOIRE;;TRANQ;Fiefs vendéens;FVD;;;Pissotte;PIS;Blanc;blanc;;;;1B711S;Vins Tranquilles;3.92;;;-1;;;;;;;;;;;;;1B711S;;;%g% %a% %l% %co% %m%;certification;;/declaration/certifications/AOC_HORSINTERLOIRE/genres/TRANQ/appellations/FVD/mentions/DEFAUT/lieux/PIS/couleurs/blanc/cepages/DEFAUT
declaration;AOP;AOC_HORSINTERLOIRE;;TRANQ;Fiefs vendéens;FVD;;;Pissotte;PIS;Rouge;rouge;;;;1R711S;Vins Tranquilles;3.92;;;-1;;;;;;;;;;;;;1R711S;;;%g% %a% %l% %co% %m%;certification;;/declaration/certifications/AOC_HORSINTERLOIRE/genres/TRANQ/appellations/FVD/mentions/DEFAUT/lieux/PIS/couleurs/rouge/cepages/DEFAUT
declaration;AOP;AOC_HORSINTERLOIRE;;TRANQ;Fiefs vendéens;FVD;;;Pissotte;PIS;Rosé;rose;;;;1S711S;Vins Tranquilles;3.92;;;-1;;;;;;;;;;;;;1S711S;;;%g% %a% %l% %co% %m%;certification;;/declaration/certifications/AOC_HORSINTERLOIRE/genres/TRANQ/appellations/FVD/mentions/DEFAUT/lieux/PIS/couleurs/rose/cepages/DEFAUT
declaration;AOP;AOC_HORSINTERLOIRE;;TRANQ;Fiefs vendéens;FVD;;;Vix;VIX;Blanc;blanc;;;;1B712S;Vins Tranquilles;3.92;;;-1;;;;;;;;;;;;;1B712S;;;%g% %a% %l% %co% %m%;certification;;/declaration/certifications/AOC_HORSINTERLOIRE/genres/TRANQ/appellations/FVD/mentions/DEFAUT/lieux/VIX/couleurs/blanc/cepages/DEFAUT
declaration;AOP;AOC_HORSINTERLOIRE;;TRANQ;Fiefs vendéens;FVD;;;Vix;VIX;Rouge;rouge;;;;1R712S;Vins Tranquilles;3.92;;;-1;;;;;;;;;;;;;1R712S;;;%g% %a% %l% %co% %m%;certification;;/declaration/certifications/AOC_HORSINTERLOIRE/genres/TRANQ/appellations/FVD/mentions/DEFAUT/lieux/VIX/couleurs/rouge/cepages/DEFAUT
